chunk_id,paper_id,chunk_text
CHK_EVAL_140,PPR_adb0a5ec,"Cox proportional hazards regression was used to estimate the effect of treatment on survival, with adjustment using propensity scores (a composite measure of baseline variables predicting use of treatment). RESULTS: In total, 308 cases were identified from 12 countries: 41 from Azerbaijan, Hong Kong SAR, Nigeria, Pakistan, and Turkey (from clinical records); 175 from Egypt and Indonesia (from various sources); and 92 from Bangladesh, Cambodia, China, Thailand, and Vietnam (from various publications). Overall crude survival was 43.5%; 60% of patients who received ≥1 dose of oseltamivir alone (OS(+)) survived versus 24% of patients who had no evidence of anti-influenza antiviral treatment (OS(-)) (P <.001). Survival rates of OS(+) groups were significantly higher than those of OS(-) groups; benefit persisted with oseltamivir treatment initiation <or=6-8 days after symptom onset. Multivariate modeling showed 49% mortality reduction from oseltamivir treatment. CONCLUSIONS: H5N1 causes high mortality, especially when untreated. Oseltamivir significantly reduces mortality when started up to 6-8 days after symptom onset and appears to benefit all age groups. Prompt diagnosis and early therapeutic intervention should be considered for H5N1 disease."
CHK_EVAL_141,PPR_b5779954,"Title: Edukasi Gizi pada Ibu Hamil Mencegah Stunting pada Kelas Ibu Hamil
Abstract: Stunting reflects the existence of chronic malnutrition problems, which influenced by the condition nutrition status of the prospective mother, during pregnancy, and baby 1000 first days of life (1000 HPK) It’s also influenced by health status on 1000 HPK. Stunting has a long-term adverse impact of declining cognitive ability and learning achievement decreased immunity and high risk for the emergence of diabetes, obesity, cardiovascular disease, cancer, stroke, and disability when they adults. It’s will lead to poor quality of work."
CHK_EVAL_142,PPR_b5779954,"Improvement efforts have needed for stunting prevention through specific nutritional interventions, particularly during pregnancy. Antenatal class is one measurement that can be used to disseminate information for behavior change relating to nutrition and healthiness during pregnancy to prevent stunting. This study aims to obtain the influence of the antenatal class toward knowledge and attitude improvement on stunting prevention. Pre-experimental design (one group pre-test post-test) with a sample of 35 first trimester pregnant women without complications, which are given antenatal class three times. Data retrieved with instruments of pre and post-intervention (antenatal class). Data were analyzed using a paired t-test for the knowledge variables and the Wilcoxon test for attitudinal variables. There was a significant influence of the antenatal class toward knowledge and attitude improvement on stunting prevention (p-value<0,05). The antenatal class increases pregnant women’s knowledge and attitude on stunting prevention."
CHK_EVAL_143,PPR_57b3cf7a,"Title: The cost of not breastfeeding in Southeast Asia
Abstract: Rates of exclusive breastfeeding are slowly increasing, but remain suboptimal globally despite the health and economic benefits. This study estimates the costs of not breastfeeding across seven countries in Southeast Asia and presents a cost-benefit analysis of a modeled comprehensive breastfeeding strategy in Viet Nam, based on a large programme. There have been very few such studies previously for low- and middle-income countries. The estimates used published data on disease prevalence and breastfeeding patterns for the seven countries, supplemented by information on healthcare costs from representative institutions. Modelling of costs of not breastfeeding used estimated effects obtained from systematic reviews and meta-analyses. Modelling of cost-benefit for Viet Nam used programme data on costs combined with effects from a large-scale cluster randomized breastfeeding promotion intervention with controls. This study found that over 12 400 preventable child and maternal deaths per year in the seven countries could be attributed to inadequate breastfeeding. The economic benefits associated with potential improvements in cognition alone, through higher IQ and earnings, total $1.6 billion annually. The loss exceeds 0.5% of Gross National Income in the country with the lowest exclusive breastfeeding rate (Thailand)."
CHK_EVAL_144,PPR_57b3cf7a,"The potential savings in health care treatment costs ($0.3 billion annually) from reducing the incidence of diarrhoea and pneumonia could help offset the cost of breastfeeding promotion. Based on the data available and authors' assumptions, investing in a national breastfeeding promotion strategy in Viet Nam could result in preventing 200 child deaths per year and generate monetary benefits of US$2.39 for every US$1, or a 139% return on investment. These encouraging results suggest that there are feasible and affordable opportunities to accelerate progress towards achieving the Global Nutrition Target for exclusive breastfeeding by 2025."
CHK_EVAL_145,PPR_b76fbb83,"Title: Food consumption patterns and nutrition transition in South-East Asia
Abstract: OBJECTIVE: The present study was done to confirm the relationship between changes in food patterns and nutrition transition in three South-East Asian countries, namely the Philippines, Malaysia and Indonesia. DESIGN: This was a cross-sectional study conducted between August 2008 and August 2009 using three methods: interviews, focus group discussions and analyses of government reports."
CHK_EVAL_146,PPR_b76fbb83,"SETTING: The study was conducted in rural and urban areas in Manila and Calabanga (Philippines), Selangor and Kuala Selangor (Malaysia), and Padang, Pariaman Tanah Datar and Limapuluh Kota (West Sumatra, Indonesia). SUBJECTS: Adults aged 18 to 77 years. RESULTS: The results showed that Filipinos, Malaysians and Indonesians have retained many aspects of their traditional diets. In fact, most participants in the study considered Western-style and franchise fast foods as snack or recreational foods to be consumed once in a while only. However, a significant difference was noted between urban and rural areas in food varieties consumed. Participants in urban areas consumed more varieties of traditional foods owing to their availability and the participants’ food purchasing power. Although traditional food patterns were maintained by most of the participants, more sugar and vegetable oils were consumed and added to the traditional recipes. CONCLUSIONS: The rapid nutrition transition in this region may be due, instead, to increasing food availability and food purchasing power, rather than to a shift in food preferences towards modern Western foods."
CHK_EVAL_147,PPR_40981087,"Title: Epidemiology of cerebral palsy in low‐ and middle‐income countries: preliminary findings from an international multi‐centre cerebral palsy register
Abstract: AIM: To describe the epidemiology of cerebral palsy (CP) in children from low- and middle-income countries (LMICs) using data from the Global Low- and Middle-Income Country CP register (GLM-CPR). METHOD: The GLM-CPR is a multi-country initiative that combines and compares data from children with CP (<18y) in LMICs. Children with CP are registered after detailed neurodevelopmental assessment by a multidisciplinary medical team using a harmonized protocol. Data are collected on agreed core variables."
CHK_EVAL_148,PPR_40981087,"Descriptive analyses are completed to report findings from participating countries. RESULTS: Between January 2015 and May 2019, 2664 children were recruited from Bangladesh, Nepal, Indonesia, and Ghana (mean age [SD] at assessment: 7y 8mo [4y 8mo], 95% confidence interval 7y 6mo-7y 11mo; male [n=1615] 60.6%, female [n=1049] 39.4%). Overall, 86.6% children acquired CP prenatally and perinatally (e.g. preterm birth, birth asphyxia, neonatal encephalopathy). Median age at CP diagnosis was 3 years. Moreover, 79.2% children had spastic CP and 73.3% were classified in Gross Motor Function Classification System levels III to V. Notably, 47.3% of children never received rehabilitation services (median age at receiving rehabilitation services was 3y; 12.7% received assistive devices) and 75.6% of school-age children had no access to education. INTERPRETATION: Population-based data show that the proportion of severe cases of CP is very high in LMICs. Children with CP in LMICs lack access to rehabilitation and educational services and a large proportion of children have potentially preventable risk factors, for example, birth asphyxia and neonatal infections. Delayed diagnosis, severe motor impairments, and lack of rehabilitation in most children call for urgent action to identify preventive opportunities and promote early diagnosis and intervention for children with CP in LMICs."
CHK_EVAL_149,PPR_7876e4e8,"Title: The Impact of a Rights-Based Counselling Intervention to Reduce Stigma in People Affected by Leprosy in Indonesia
Abstract: BACKGROUND: This paper assesses the impact of a counselling intervention on reducing leprosy-related stigma in Cirebon District, Indonesia. The unique features of this intervention are its rights-based approach, the underlying Cognitive Behavioural Therapy (CBT) model, the three types of counselling and the lay and peer counsellors who were involved. METHODOLOGY/PRINCIPAL FINDINGS: Mixed methods (e.g. three scales, interviews, focus group discussions and reflection notes) were used to assess the impact of the intervention, which ran over a two-year period. The study participants were people affected by leprosy and other key persons (e.g. family members). The sample size differs per method, for example, data regarding 67 counselling clients and 57 controls from a cohort, and notes from 207 counselling clients were examined. The notes showed that most clients faced stigma on a daily basis, whether internalized, anticipated and/or enacted. A significant reduction was found between the before and after total scores of the SARI Stigma Scale (p-value < 0.001), Participation Scale Short (p-value < 0.001) and WHO Quality of Life score (p-value < 0.001) among the counselling clients. While there is also an effect in the control group, it is much larger in the intervention group. Qualitative data indicates that knowledge and rights trigger change. Clients took steps to improve their life such as re-connecting with neighbours, helping in household activities and applying for jobs."
